"","label","student_first","student_last","address_1","address_2","city","state","zip","student_id","home_lang"
"1966","Parent/Guardian of Alfred Stocker","Alfred","Stocker","5092 Sheridan Ave S","","Minneapolis","MN","55405",39527,"English"
"1967","Dayan Yarber","Stephanie","Yarber","1489 18th Ave S","","Minneapolis","MN","55404",39543,"English"
"1968","De'vonta Pizzarusso","Amber","Pizzarusso","6721 Fillmore St","","Minneapolis","MN","55418",39583,"English"
"1969","Parent/Guardian of Mohamed Lee","Mohamed","Lee","6747 Grand St Ne","","Minneapolis","MN","55418",39611,"English"
"1970","Bryce Bufford","Brieanna","Bufford","6166 51st St East","","Minneapolis","MN","55419",39613,"English"
"1971","Parent/Guardian of Dominique Martin","Dominique","Martin","9367 4th St N","","Minneapolis","MN","55411",39649,"English"
"1972","Selina Garcia","Omar","Garcia","7373 38th St East","","Minneapolis","MN","55407",39663,"English"
"1973","Hector Carson","Susan","Carson","4102 11th Ave S","","Minneapolis","MN","55417",39673,"English"
"1974","Hayden & Nichelle Roquemore","Chukwudi","Roquemore","9553 Aldrich Ave N","","Minneapolis","MN","55430",39720,"English"
"1975","Parent/Guardian of Windy Yanito","Windy","Yanito","9794 Bloomington Ave","","Minneapolis","MN","55404",39730,"English"
"1976","Oscar Gapinski","Michael","Gapinski","9553 16th Ave S","","Minneapolis","MN","55407",39742,"English"
"1977","Parent/Guardian of Sade Cole","Sade","Cole","7047 43rd Ave S","","Minneapolis","MN","55417",39760,"English"
"1978","Samantha Kritner","Nicholas","Kritner","5238 James Ave N","","Minneapolis","MN","55412",39821,"English"
"1979","Kristin & Xavier Gordon","Alexandra","Gordon","2082 38th Ave S","","Minneapolis","MN","55417",39851,"Spanish"
"1980","Parent/Guardian of Gerald Uphoff","Gerald","Uphoff","3901 20th Ave Northeast","","Minneapolis","MN","55418",39860,"Spanish"
"1981","Ilheum Cardenas","Maribel","Cardenas","5051 Logan Ave S","","Minneapolis","MN","55419",39879,"English"
"1982","Alex Evans Jr-Martinez","Sage","Evans Jr-Martinez","6460 Park Ave","3","Minneapolis","MN","55407",39890,"Somali"
"1983","Parent/Guardian of Molly Albright","Molly","Albright","8138 Bryant Ave S","","Minneapolis","MN","55419",39910,"English"
"1984","Dylan & Elijah Martinez","Jorge","Martinez","3643 Tyler St Ne","","Minneapolis","MN","55418",39914,"English"
"1985","Monica Siwa","Jason","Siwa","9001 Ogema Pl","","Minneapolis","MN","55404",39941,"Spanish"
"1986","Emily Garcia Pintor","Austin","Garcia Pintor","8480 Minnehaha Pkwy","","Minneapolis","MN","55417",39942,"English"
"1987","Nikeya Khuu","Kristy","Khuu","6857 15th Ave S","","Minneapolis","MN","55407",39951,"English"
"1988","Joseph Johnson","Rachel","Johnson","8927 Harriet Ave S","","Minneapolis","MN","55408",39952,"English"
"1989","Parent/Guardian of Jennifer Trujillo","Jennifer","Trujillo","9039 26th Ave N","31412","Minneapolis","MN","55411",40005,"English"
"1990","Parent/Guardian of Collin Carter","Collin","Carter","1821 48th Ave S","","Minneapolis","MN","55406",40048,"English"
"1991","Parent/Guardian of Joslin Hancock","Joslin","Hancock","8520 37th Ave Ne","","Minneapolis","MN","55421",40050,"English"
"1992","Jose & Cory Kim","Madeline","Kim","4425 Nicollet Ave","3w","Minneapolis","MN","55408",40068,"English"
"1993","Marissa & Brett Aragon","Zachary","Aragon","4358 17th Ave S","","Minneapolis","MN","55407",40072,"Spanish"
"1994","Kiana McEvoy","Jessica","McEvoy","4145 Girard Ave S","","Minneapolis","MN","55419",40121,"English"
"1995","Parent/Guardian of Andrew Martinez","Andrew","Martinez","9204 Kenwood Pkwy","","Minneapolis","MN","55403",40150,"English"
"1996","Parent/Guardian of Thomas Loggins","Thomas","Loggins","5387 60th St W","","Minneapolis","MN","55410",40155,"English"
"1997","Parent/Guardian of Darius Butcher","Darius","Butcher","4738 Holmes Ave","1","Minneapolis","MN","55408",40176,"English"
"1998","Keeman Dziubasik","Nicole","Dziubasik","8125 Grand Ave","","Minneapolis","MN","55409",40177,"English"
"1999","Matthew Larkin","Chelsea","Larkin","8181 45th Ave S","","Minneapolis","MN","55406",40207,"English"
"2000","Parent/Guardian of Nickolas Archambault","Nickolas","Archambault","4196 23rd Ave S","","Minneapolis","MN","55407",40212,"English"
"2001","Parent/Guardian of Katrina Rahn","Katrina","Rahn","7595 16th Ave S","","Minneapolis","MN","55407",40253,"English"
"2002","Geordan Lor","David","Lor","3150 Bloomington Ave","","Minneapolis","MN","55407",40280,"English"
"2003","Parent/Guardian of Tristan Dixon","Tristan","Dixon","9535 Emerson Ave N","3","Minneapolis","MN","55411",40293,"English"
"2004","Parent/Guardian of Shami Jones","Shami","Jones","3674 Oliver Ave N","","Minneapolis","MN","55411",40301,"English"
"2005","Carl Auyeung","Xinyuan","Auyeung","454 13th Ave S","","Minneapolis","MN","55404",40303,"English"
"2006","Caitlin & Natalie Russell","Mason","Russell","4060 Park Rd","","Bloomington","MN","55425",40317,"English"
"2007","Ramon Gray","Jordan","Gray","5611 James Ave N","","Minneapolis","MN","55412",40364,"English"
"2008","Michael Bowles-Jacks","Bryce","Bowles-Jacks","2291 Lincoln St Ne","","Minneapolis","MN","55418",40398,"Hmong"
"2009","Nardia Cdebaca","Cheyne","Cdebaca","6151 Xerxes Ave S","","Minneapolis","MN","55410",40403,"English"
"2010","Parent/Guardian of Savon Williams","Savon","Williams","8764 30th Ave S","","Minneapolis","MN","55406",40437,"Spanish"
"2011","Parent/Guardian of Emily Clark","Emily","Clark","9714 6th St S","C302","Minneapolis","MN","55454",40446,"English"
"2012","Parent/Guardian of Cassandra Holladay","Cassandra","Holladay","955 Van Buren St Ne","","Minneapolis","MN","55413",40496,"Somali"
"2013","Michael Heslip","Jameshia","Heslip","85 Bloomington Ave","","Minneapolis","MN","55407",40499,"English"
"2014","Stephanie Sanchez","Jorge","Sanchez","6616 Zenith Ave S","","Minneapolis","MN","55410",40513,"English"
"2015","Reiyker Tennermann","Katherine","Tennermann","3389 Franklin Ave E","1111","Minneapolis","MN","55406",40518,"English"
"2016","Parent/Guardian of Nwakaego Lockhart","Nwakaego","Lockhart","365 Yellow Brick Cir","","Chaska","MN","55318",40522,"English"
"2017","Mark Smith","Morgan","Smith","8175 Portland Ave","","Minneapolis","MN","55417",40542,"English"
"2018","Michileen Park","Vincent","Park","1330 Aldrich Ave N","","Minneapolis","MN","55412",40544,"Spanish"
"2019","Dakei Harris","Michael","Harris","5313 Emerson Ave N","10","Minneapolis","MN","55411",40548,"English"
"2020","Parent/Guardian of Diana Medina","Diana","Medina","5162 Brookwood Terr","","Minneapolis","MN","55410",40566,"English"
"2021","Charmas Vandongen","Johanna","Vandongen","6157 Polk St Ne","","Minneapolis","MN","55418",40569,"English"
"2022","Puspa Saucedo","Jovana","Saucedo","5135 Delaware St Se","","Minneapolis","MN","55414",40609,"English"
"2023","Parent/Guardian of Tyra Kelly","Tyra","Kelly","5962 Irving Ave N","","Minneapolis","MN","55411",40636,"English"
"2024","Parent/Guardian of Alexis Johnston","Alexis","Johnston","6337 35th Ave S","","Minneapolis","MN","55406",40666,"English"
"2025","Meghan Wright","Aaron","Wright","6186 Fremont Ave N","1","Minneapolis","MN","55411",40675,"English"
"2026","Parent/Guardian of Treyvon Trammell","Treyvon","Trammell","5383 18th Ave S","","Minneapolis","MN","55404",40704,"English"
"2027","Parent/Guardian of Jerry Wyss","Jerry","Wyss","456 Unity Ave","2","Brooklyn Center","MN","55412",40715,"English"
"2028","Eshe Ciluffo","Katelyn","Ciluffo","2186 15th Ave S","537","Minneapolis","MN","55454",40723,"English"
"2029","Parent/Guardian of Nizhoni Draper","Nizhoni","Draper","3339 York Ave S","","Minneapolis","MN","55410",40732,"English"
"2030","Tearria Wysocki","Mariah","Wysocki","7793 Pillsbury Ave","","Minneapolis","MN","55419",40738,"English"
"2031","Parent/Guardian of Colin Henry","Colin","Henry","9945 4th Ave","","Minneapolis","MN","55409",40761,"English"
"2032","Parent/Guardian of Leonardo Mariz","Leonardo","Mariz","4040 Lake St W","C","Minneapolis","MN","55408",40789,"English"
"2033","Kelsie & Trevin Anderson","Keith","Anderson","6697 Chowen Ave S","","Minneapolis","MN","55410",40807,"English"
"2034","Parent/Guardian of Leon Martinez","Leon","Martinez","9814 Girard Ave N","","Minneapolis","MN","55411",40808,"English"
"2035","Parent/Guardian of Tyler Moimoi","Tyler","Moimoi","1727 Gladstone Ave","","Minneapolis","MN","55419",40815,"English"
"2036","Sydney Karaffa","Whitney","Karaffa","1405 23rd Ave S","","Minneapolis","MN","55407",40823,"English"
"2037","Marcellus Stafford","Willie","Stafford","8384 25th St W","6","Minneapolis","MN","55405",40859,"English"
"2038","Parent/Guardian of Harry Gillette","Harry","Gillette","8658 Oliver Ave North","","Minneapolis","MN","55411",40874,"English"
"2039","Parent/Guardian of Savannah Nava Cigarroa","Savannah","Nava Cigarroa","9925 Park Ave","","Minneapolis","MN","55407",40908,"Somali"
"2040","Eddy Ayers","Michelle","Ayers","6020 4th Ave S","","Minneapolis","MN","55419",40928,"English"
"2041","Al Lyn Hunter & Lauren Hunter","Mische","Hunter","3479 Front Ave","2","Saint Paul","MN","55117",40947,"English"
"2042","Parent/Guardian of Poliala Frause","Poliala","Frause","6592 15th Ave S","","Minneapolis","MN","55407",40949,"English"
"2043","Maronjanie Bryan","Hunter","Bryan","5995 Washington St Ne","1","Minneapolis","MN","55413",41019,"English"
"2044","La Shaunti Franklin","Kaishon","Franklin","1521 Penn Ave S","","Minneapolis","MN","55419",41030,"English"
"2045","Parent/Guardian of Forest Desantis","Forest","Desantis","6048 York Ave S","","Minneapolis","MN","55410",41048,"Spanish"
"2046","Kaleb & Catherine Rodriquez","Magda","Rodriquez","1520 Logan Ave N","","Minneapolis","MN","55412",41074,"English"
"2047","Parent/Guardian of Nikkole Blain","Nikkole","Blain","1794 Lowry Ave N","214","Minneapolis","MN","55411",41083,"English"
"2048","Heather Adams","Vincent Ray","Adams","8452 Oakland Ave","","Minneapolis","MN","55407",41115,"English"
"2049","Matthew Lohman","Madeline","Lohman","5107 33rd St E","","Minneapolis","MN","55408",41123,"English"
"2050","Jarrett White","Kamettisara","White","2737 15th Ave S","1","Minneapolis","MN","55404",41175,"English"
"2051","Cyrene Schoonover","Alexander","Schoonover","6650 W Lake St","339","Minneapolis","MN","55416",41220,"English"
"2052","Peter Huff","Serena","Huff","1286 Beard Ave S","","Minneapolis","MN","55410",41278,"English"
"2053","Connor Williams","Kimberly","Williams","8896 6th St Ne","","Columbia Heights","MN","55421",41281,"English"
"2054","Parent/Guardian of Trayvon Bagsby","Trayvon","Bagsby","2806 46th Ave South","","Minneapolis","MN","55406",41282,"English"
"2055","Adelia Coates","Jacob","Coates","36 Lake Pl","","Minneapolis","MN","55405",41294,"English"
"2056","Parent/Guardian of Mea Hopkins","Mea","Hopkins","4933 8th Ave N","","Minneapolis","MN","55411",41389,"English"
"2057","Ramo & Angel White","Christopher","White","3035 5th Ave S","","Minneapolis","MN","55419",41393,"English"
"2058","Parent/Guardian of Julia Hubbard","Julia","Hubbard","9754 Oliver Ave South","","Minneapolis","MN","55419",41447,"English"
"2059","Emily Frayre","Ivan","Frayre","7084 E 54th St","304","Minneapolis","MN","55419",41477,"Spanish"
"2060","Parent/Guardian of Kioni Ross","Kioni","Ross","903 1st Ave S","102","Minneapolis","MN","55408",41496,"English"
"2061","Parent/Guardian of Santos Delgado","Santos","Delgado","6867 Park Ave","","Minneapolis","MN","55407",41528,"Spanish"
"2062","Kelsea Billington","Jessica","Billington","9171 Queen Ave North","","Minneapolis","MN","55411",41549,"English"
"2063","Sierra & Trinh Schreiner","Jordyn","Schreiner","7083 Pillsbury Ave","","Minneapolis","MN","55409",41551,"English"
"2064","Sarah & Allison James","Ella","James","5899 32nd Ave S","","Minneapolis","MN","55406",41588,"Spanish"
"2065","Parent/Guardian of Tronson Scott","Tronson","Scott","9786 24th Ave S","","Minneapolis","MN","55406",41590,"English"
"2066","Parent/Guardian of Paul Camacho","Paul","Camacho","9527 Snelling Ave","","Minneapolis","MN","55406",41607,"Spanish"
"2067","Staci & Harsha Stewart","Brian","Stewart","9604 Lake St W","228","Minneapolis","MN","55408",41627,"English"
"2068","Parent/Guardian of Oliver Klaasen","Oliver","Klaasen","5389 Nicollet Ave","102","Minneapolis","MN","55409",41654,"English"
"2069","Schyeler English","Tanner","English","5936 24th Ave Ne","109","Minneapolis","MN","55418",41657,"English"
"2070","Parent/Guardian of Gabriela Panuco Ramos","Gabriela","Panuco Ramos","5390 Ne Tyler St","1","Minneapolis","MN","55418",41658,"English"
"2071","Parent/Guardian of Marquis Williams","Marquis","Williams","2436 22nd St E","","Minneapolis","MN","55404",41660,"English"
"2072","Kia Cheeks","Dai Ja","Cheeks","9933 4th Ave S","","Minneapolis","MN","55409",41671,"English"
"2073","Parent/Guardian of Taylor Steadman","Taylor","Steadman","220 Park Ave","","Minneapolis","MN","55407",41682,"English"
"2074","Parent/Guardian of Garrison Thome","Garrison","Thome","7143 E 15th St","27","Minneapolis","MN","55404",41686,"Spanish"
"2075","Jordan & John Rodriguez-Perez","Angelina","Rodriguez-Perez","3997 Elliot Ave","","Minneapolis","MN","55407",41689,"English"
"2076","Parent/Guardian of Anchal Thorpe","Anchal","Thorpe","7664 Morgan Ave S","","Minneapolis","MN","55419",41694,"English"
"2077","Alondra Beauford","Cynthia","Beauford","7211 13th Ave S","","Minneapolis","MN","55417",41698,"Somali"
"2078","Conner & Joshua Asmelash","Nardia","Asmelash","2901 Upton Ave N","","Minneapolis","MN","55411",41727,"Spanish"
"2079","Donovan Meyer","Perla","Meyer","8732 Emerson Ave N","","Minneapolis","MN","55412",41750,"English"
"2080","Parent/Guardian of Mychal Jackson","Mychal","Jackson","1162 Colfax Ave N","","Minneapolis","MN","55412",41764,"Spanish"
"2081","Parent/Guardian of Julia Carothers","Julia","Carothers","4640 Washburn Ave N","","Minneapolis","MN","55430",41771,"English"
"2082","Karen Johnson","Lenna","Johnson","2745 Franklin Ave E","1111","Minneapolis","MN","55406",41797,"English"
"2083","Jordan Mazzetti","Derrick","Mazzetti","3055 Girard Ave N","2","Minneapolis","MN","55411",41823,"Spanish"
"2084","Parent/Guardian of John Wainess","John","Wainess","2476 Emerson Ave","5","Minneapolis","MN","55405",41867,"English"
"2085","Jacob & Jack Hurlbut","Matthew","Hurlbut","7623 29th Ave S","","Minneapolis","MN","55406",41907,"English"
"2086","Parent/Guardian of Tayler Badding","Tayler","Badding","3659 Columbus Ave","2","Minneapolis","MN","55407",41926,"English"
"2087","Kimberly Whitley","Peter","Whitley","3273 Ewing Ave S","","Minneapolis","MN","55410",41939,"Spanish"
"2088","Parent/Guardian of Parker Sample","Parker","Sample","3619 26th Ave N","","Minneapolis","MN","55411",41949,"Spanish"
"2089","Kathryn Schneider","John","Schneider","3491 5th Ave S","","Minneapolis","MN","55419",42004,"English"
"2090","Michael Torres","Mariah","Torres","5223 S 4th St","F327","Minneapolis","MN","55454",42010,"English"
"2091","Alex Qiu","Yu Sung","Qiu","5400 Aldrich Ave N","","Minneapolis","MN","55411",42015,"English"
"2092","Cheyenne Lovell","Jason","Lovell","4645 23rd St E","","Minneapolis","MN","55404",42111,"Spanish"
"2093","Cole Walks","Shannon","Walks","636 Upton Ave S","","Minneapolis","MN","55410",42120,"English"
"2094","Al Young","Deserae","Young","4746 6th St","","Minneapolis","MN","55430",42139,"Spanish"
"2095","Parent/Guardian of Brandon Leblanc","Brandon","Leblanc","3582 37th Ave S","","Minneapolis","MN","55406",42177,"English"
"2096","Magnolia Lopez","Mayra","Lopez","5137 Columbus Ave","","Minneapolis","MN","55407",42187,"English"
"2097","Donte & Neida Reddy","Ann","Reddy","5009 18th Ave Se","","Minneapolis","MN","55414",42256,"English"
"2098","Parent/Guardian of Chelsee Garcia","Chelsee","Garcia","2250 Nicollet Ave","1710","Minneapolis","MN","55403",42272,"English"
"2099","Alexis & Angel Chinowsky","Sarah","Chinowsky","9515 Drew Ave S","","Minneapolis","MN","55410",42291,"English"
"2100","Parent/Guardian of Claire Miller","Claire","Miller","7546 Dupont Ave S","","Minneapolis","MN","55419",42313,"Spanish"
"2101","Tobias Moyer","Ryan","Moyer","5321 Colfax Ave S","216","Minneapolis","MN","55408",42315,"English"
"2102","Parent/Guardian of Chase Hurne","Chase","Hurne","6584 18th Ave S","","Minneapolis","MN","55407",42316,"English"
"2103","Parent/Guardian of Anh Jeong","Anh","Jeong","3350 Oliver Ave N","","Minneapolis","MN","55411",42336,"English"
"2104","Parent/Guardian of Aaron Waller","Aaron","Waller","7831 6th Ave Ne","","Minneapolis","MN","55413",42383,"English"
"2105","Matthew & Anthony Chubb","Sierra","Chubb","2836 19th Ave S","B","Minneapolis","MN","55454",42401,"Somali"
"2106","Maile Herrera-Rodriguez","Peniel","Herrera-Rodriguez","8952 Pillsbury Ave","","Minneapolis","MN","55419",42450,"English"
"2107","Andrea & Mary Desta","Nalani","Desta","2535 Humboldt Ave South","","Minneapolis","MN","55408",42483,"English"
"2108","Trevor Do","Nhien","Do","5550 39th Ave S","","Minneapolis","MN","55406",42499,"English"
"2109","Parent/Guardian of Margaret Montano","Margaret","Montano","1840 Humboldt Ave N","","Minneapolis","MN","55411",42509,"Spanish"
"2110","Logan & Gerald Martinez","Jose","Martinez","3306 W Broadway Ave","602","Minneapolis","MN","55411",42510,"English"
"2111","Trevor Loggins","Amber","Loggins","3333 Pleasant Ave","319","Minneapolis","MN","55408",42550,"English"
"2112","Emmanuel Lennie","Alicia","Lennie","292 2nd St S","634","Minneapolis","MN","55401",42552,"English"
"2113","Mary & Karlee Keyser","Michele","Keyser","9433 27th Ave S","","Minneapolis","MN","55406",42564,"English"
"2114","Canion Munoz","Alexis","Munoz","7360 17th Ave South","","Minneapolis","MN","55407",42657,"English"
"2115","Emmanuel & Alexander Ortiz","Jerry","Ortiz","3338 Nawadaha Blvd","","Minneapolis","MN","55406",42689,"English"
"2116","Jacob & Sierra Rogers","Sparkle","Rogers","6246 Dupont Ave N","","Minneapolis","MN","55412",42726,"English"
"2117","Kayci Walters","Hans","Walters","5164 Franklin Ave E","106","Minneapolis","MN","55406",42742,"English"
"2118","Parent/Guardian of Bruce Quayle","Bruce","Quayle","6097 42nd Ave S","","Minneapolis","MN","55417",42774,"Hmong"
"2119","Parent/Guardian of Imani Rogers","Imani","Rogers","5870 Russell Ave South","","Minneapolis","MN","55410",42812,"English"
"2120","Maris Dove","Samuel","Dove","4099 13th Ave S","2","Minneapolis","MN","55407",42814,"Somali"
"2121","Richard & Reid Lang","Frederico","Lang","6521 Fremont Ave N","","Minneapolis","MN","55412",42819,"English"
"2122","Isaiah Bundy","Taylor","Bundy","1107 11th Ave S","","Minneapolis","MN","55417",42830,"English"
"2123","Corey & Aspen Trinh","Christina","Trinh","7324 Fremont Ave N","","Minneapolis","MN","55412",42856,"English"
"2124","Mary & Kieu Hills","Karishma","Hills","3199 Dupont Av N","","Minneapolis","MN","55411",42903,"English"
"2125","Parent/Guardian of Lakesha Jones Jr","Lakesha","Jones Jr","7216 Nokomis Ave","","Minneapolis","MN","55406",42929,"English"
"2126","Parent/Guardian of Samuel Almanza","Samuel","Almanza","8311 Marquette Ave","2406","Minneapolis","MN","55403",42934,"English"
"2127","Parent/Guardian of Anthony Garcia Lopez","Anthony","Garcia Lopez","6298 Columbus Ave","B1","Minneapolis","MN","55404",42942,"Spanish"
"2128","Parent/Guardian of Shawn Allen","Shawn","Allen","1326 29th Ave S","","Minneapolis","MN","55406",42943,"English"
"2129","Parent/Guardian of Kaley Fugita","Kaley","Fugita","7374 Portland Ave","","Minneapolis","MN","55407",42951,"English"
"2130","Emily Chairez Martinez","Heather","Chairez Martinez","2091 Bryant Ave S","","Minneapolis","MN","55419",43009,"Spanish"
"2131","Haley Walker-Reese","Elijah","Walker-Reese","3090 Blaisdell Ave","102","Minneapolis","MN","55404",43017,"Spanish"
"2132","Alyssa Mc Ginnis","Christopher","Mc Ginnis","9367 Bryant Ave N","","Minneapolis","MN","55412",43026,"English"
"2133","Parent/Guardian of Patricia Felix","Patricia","Felix","7289 Ulysses St Ne","","Minneapolis","MN","55418",43035,"English"
"2134","Tyler Delaney","Bryan","Delaney","1524 30th Ave N","","Minneapolis","MN","55411",43048,"English"
"2135","Ulysses Cofield","Tiana","Cofield","3903 James Ave N","","Minneapolis","MN","55411",43090,"Spanish"
"2136","Allycia Mattice","Morgan","Mattice","9611 Girard Ave N","","Minneapolis","MN","55411",43129,"English"
"2137","Fatima March","Dylan","March","3847 Garfield St Ne","","Minneapolis","MN","55418",43144,"English"
"2138","Malik Gerber","Hannah","Gerber","5772 Clinton Ave","111","Minneapolis","MN","55404",43150,"English"
"2139","Lakyn Persichette","Phoebe","Persichette","4535 49th St W","","Minneapolis","MN","55419",43161,"English"
"2140","Catherine Root","Manuel","Root","354 25th Ave S","","Minneapolis","MN","55406",43167,"English"
"2141","Isaiah Tong","Aneesh","Tong","3677 Washburn Ave N","","Minneapolis","MN","55430",43177,"English"
"2142","Parent/Guardian of Spencer Pleasants","Spencer","Pleasants","923 Banneker Ave N","","Minneapolis","MN","55411",43186,"English"
"2143","Parent/Guardian of Anthony Swett","Anthony","Swett","6127 Delaware St Se","","Minneapolis","MN","55414",43210,"English"
"2144","Patrick Dauthard","Rachelle","Dauthard","4762 6th St N","","Minneapolis","MN","55412",43250,"Spanish"
"2145","Lily Vigil","Efrain","Vigil","5486 Russell N Ave","107","Minneapolis","MN","55411",43303,"Spanish"
"2146","Isaiah & Meyah Lawrence","Orevaoghene","Lawrence","6544 Snelling Ave S","110","Minneapolis","MN","55406",43308,"English"
"2147","Alexis Wiley","Aniya","Wiley","897 12th Ave S","","Minneapolis","MN","55407",43328,"English"
"2148","Thu Han","Mahyar","Han","5757 Diamond Lake Rd W","","Minneapolis","MN","55419",43329,"English"
"2149","Shantell & Megan Fairbanks","Brianna","Fairbanks","1802 Penn Ave N","","Minneapolis","MN","55411",43331,"English"
"2150","Parent/Guardian of Erica Starks","Erica","Starks","1396 Emerson Ave S","3","Minneapolis","MN","55408",43347,"English"
"2151","Morgan Laughlin","Tiffany","Laughlin","6623 27th Ave Se","E","Minneapolis","MN","55414",43361,"English"
"2152","Parent/Guardian of Sarah Walkup","Sarah","Walkup","6709 Colfax Ave S","","Minneapolis","MN","55419",43367,"English"
"2153","Saul Byron","Grace","Byron","9453 Pleasant Ave","307","Minneapolis","MN","55408",43371,"Spanish"
"2154","Nicolas Soltero","Bianca","Soltero","1714 39th Ave S","","Minneapolis","MN","55406",43387,"English"
"2155","Jace & Marisa Stinson","Kaitlyn","Stinson","63 Dupont Ave N","","Minneapolis","MN","55411",43392,"English"
"2156","Parent/Guardian of Anyssa Alarid","Anyssa","Alarid","2095 18th Ave South","","Minneapolis","MN","55407",43420,"Spanish"
"2157","Parent/Guardian of Seth Mungovan","Seth","Mungovan","1680 Elliot Ave","","Minneapolis","MN","55407",43423,"English"
"2158","Rio Castellanos","Jesse","Castellanos","5359 Florida Ave Ne","","Crystal","MN","55427",43425,"Spanish"
"2159","Parent/Guardian of Delaney Dirk","Delaney","Dirk","578 Emerson Ave N","2","Minneapolis","MN","55411",43427,"English"
"2160","Parent/Guardian of Kalique Lindsey","Kalique","Lindsey","9164 Thomas Ave S","","Minneapolis","MN","55410",43433,"English"
"2161","Parent/Guardian of Ria Kim","Ria","Kim","7326 Washburn Ave South","","Minneapolis","MN","55410",43448,"Spanish"
"2162","Elgin Smith","Dawan","Smith","2361 13th Ave S","","Minneapolis","MN","55407",43461,"English"
"2163","Parent/Guardian of Michael Andrews","Michael","Andrews","6881 James Ave S","","Minneapolis","MN","55419",43468,"Spanish"
"2164","Parent/Guardian of Cory Heslip","Cory","Heslip","455 Clinton Ave","","Minneapolis","MN","55419",43478,"English"
"2165","Parent/Guardian of Dominique Wesley","Dominique","Wesley","2187 Bossen Terr","3","Minneapolis","MN","55417",43480,"English"
"2166","Eric & Aaron Vega","Danielle","Vega","6464 4th S Ave","","Minneapolis","MN","55419",43484,"English"
"2167","Seung Lee","My","Lee","8623 Upton Ave S","","Minneapolis","MN","55410",43487,"English"
"2168","Parent/Guardian of Briana Wright","Briana","Wright","4273 27th Ave S","3","Minneapolis","MN","55454",43494,"English"
"2169","Maggie Mier","Elena","Mier","6662 Zenith Ave South","","Minneapolis","MN","55410",43500,"Somali"
"2170","Georgina Kuster","Adam","Kuster","5950 Girard Ave N","","Minneapolis","MN","55412",43511,"English"
"2171","Parent/Guardian of Ian Gallegos","Ian","Gallegos","3166 Grand Ave","","Minneapolis","MN","55409",43520,"Spanish"
"2172","Jarvis Jones","Tommy","Jones","4912 15th Ave S","610","Minneapolis","MN","55454",43541,"English"
"2173","Lulu Jeffers","Hayden","Jeffers","3901 60th St W","","Minneapolis","MN","55410",43551,"Spanish"
"2174","Parent/Guardian of Tequayla Lamar","Tequayla","Lamar","5752 13th Ave S","","Minneapolis","MN","55417",43568,"English"
"2175","Parent/Guardian of Marco Lopez","Marco","Lopez","7430 16th Ave Se","","Minneapolis","MN","55414",43587,"English"
"2176","Parent/Guardian of Dean Ramirez","Dean","Ramirez","3292 Girard Ave S","","Minneapolis","MN","55405",43613,"English"
"2177","Parent/Guardian of Megan Campbell","Megan","Campbell","707 Irving Ave N","","Minneapolis","MN","55411",43631,"English"
"2178","Queen Arellano","Ashley","Arellano","6036 27th St W","","Minneapolis","MN","55408",43689,"Somali"
"2179","Jahangeer & Andres Coleman","Tyrell","Coleman","4139 16th Ave","3","Minneapolis","MN","55407",43703,"Spanish"
"2180","Aaron Velazquez","Sativa","Velazquez","9364 Camden Ave N","","Minneapolis","MN","55430",43724,"English"
"2181","Michael See","Dally","See","2330 Girard Ave South","","Minneapolis","MN","55419",43728,"English"
"2182","Fahrraan & Cody Grizzell-Mallinson","Amelia","Grizzell-Mallinson","1432 Clinton Ave","","Minneapolis","MN","55419",43742,"Somali"
"2183","Parent/Guardian of Garrett Martinez","Garrett","Martinez","3553 Morgan Ave N","","Minneapolis","MN","55411",43744,"English"
"2184","Kate Bini","Rio Ahjaney","Bini","6938 Fremont Ave S","2a","Minneapolis","MN","55408",43771,"Somali"
"2185","Megan Stumpf","Danielle","Stumpf","1831 16th Ave S","","Minneapolis","MN","55407",43775,"Spanish"
"2186","Abigail Massarotti","Corey","Massarotti","1918 Washburn Ave North","","Minneapolis","MN","55405",43778,"English"
"2187","Parent/Guardian of Maria Hernandez Franco","Maria","Hernandez Franco","8290 Irving Ave S","","Minneapolis","MN","55419",43794,"English"
"2188","Parent/Guardian of James Lynch","James","Lynch","5665 Humboldt Ave S","","Minneapolis","MN","55408",43933,"Spanish"
"2189","Gabriel Fleming","Brittany","Fleming","2594 Bryant Ave N","","Minneapolis","MN","55412",43973,"English"
"2190","Parent/Guardian of William Hougen","William","Hougen","7810 41st Ave S","","Minneapolis","MN","55406",43985,"English"
"2191","Parent/Guardian of Donte Johnson","Donte","Johnson","229 Dupont Ave S","E539","Minneapolis","MN","55408",43986,"English"
"2192","Drake Green","Justin","Green","7530 Emerson Ave North","","Minneapolis","MN","55412",43990,"English"
"2193","Parent/Guardian of Natsima Chuong","Natsima","Chuong","2400 Ulysses St Northeast","","Minneapolis","MN","55418",43992,"Spanish"
"2194","Nicholas Armbruster","Abren","Armbruster","9905 18th Ave S","","Minneapolis","MN","55407",44034,"Spanish"
"2195","Parent/Guardian of Gabriel Gonzalez","Gabriel","Gonzalez","301 Richmond Curv Curv","","Minneapolis","MN","55410",44047,"English"
"2196","Parent/Guardian of Jose Vasquez","Jose","Vasquez","7588 31st St W","","Minneapolis","MN","55408",44079,"Spanish"
"2197","Courtney Helfer","Benjamin","Helfer","5321 Washburn Ave S","","Minneapolis","MN","55410",44080,"English"
